"Ultra low emission vehicles (ULEVs) [note 1] registered for the first time by body type [note 2] and fuel type, Great Britain and United Kingdom from January 2010",,,,,,,,,,,,,
Table VEH0171a,,,,,,,,,,,,,
This worksheet contains one table. Some cells refer to notes which can be found on the notes worksheet. ,,,,,,,,,,,,,
"Some shorthand is used in this table, [z] = not applicable, [low] = a low figure but not a real zero.",,,,,,,,,,,,,
Geography [note 3],Date Interval [note 4],Date [note 4],Units,BodyType [note 2],Battery Electric,Plug-in hybrid electric (petrol),Plug-in hybrid electric (diesel),Range extended electric,Hybrid electric (petrol),Hybrid electric (diesel),Fuel cell electric,Other fuels,Total
United Kingdom,Quarterly,2012 Q4 (October to December),Percentage of total,Cars,71,15,0,14,0,0,0,0,100
United Kingdom,Quarterly,2013 Q1 (January to March),Percentage of total,Cars,57,27,2,14,0,0,0,0,100
United Kingdom,Quarterly,2013 Q2 (April to June),Percentage of total,Cars,77,12,3,8,0,0,0,0,100
United Kingdom,Quarterly,2013 Q3 (July to September),Percentage of total,Cars,75,16,2,7,0,0,0,0,100
United Kingdom,Quarterly,2013 Q4 (October to December),Percentage of total,Cars,70,13,2,14,[low],0,0,0,100
United Kingdom,Quarterly,2014 Q1 (January to March),Percentage of total,Cars,70,9,3,18,0,0,0,0,100
United Kingdom,Quarterly,2014 Q2 (April to June),Percentage of total,Cars,57,28,3,12,0,0,0,0,100
United Kingdom,Quarterly,2014 Q3 (July to September),Percentage of total,Cars,42,51,1,6,0,0,[low],[low],100
United Kingdom,Quarterly,2014 Q4 (October to December),Percentage of total,Cars,39,53,[low],8,0,0,[low],0,100
United Kingdom,Quarterly,2015 Q1 (January to March),Percentage of total,Cars,31,62,1,6,0,0,[low],0,100
United Kingdom,Quarterly,2015 Q2 (April to June),Percentage of total,Cars,34,61,1,5,0,0,0,0,100
United Kingdom,Quarterly,2015 Q3 (July to September),Percentage of total,Cars,36,58,[low],6,[low],0,[low],0,100
United Kingdom,Quarterly,2015 Q4 (October to December),Percentage of total,Cars,41,51,[low],7,0,0,[low],0,100
United Kingdom,Quarterly,2016 Q1 (January to March),Percentage of total,Cars,28,64,[low],4,3,0,[low],0,100
United Kingdom,Quarterly,2016 Q2 (April to June),Percentage of total,Cars,23,64,[low],3,10,0,[low],0,100
United Kingdom,Quarterly,2016 Q3 (July to September),Percentage of total,Cars,27,58,1,6,8,0,[low],0,100
United Kingdom,Quarterly,2016 Q4 (October to December),Percentage of total,Cars,25,57,1,6,10,0,[low],0,100
United Kingdom,Quarterly,2017 Q1 (January to March),Percentage of total,Cars,35,50,1,5,8,0,[low],0,100
United Kingdom,Quarterly,2017 Q2 (April to June),Percentage of total,Cars,28,58,1,5,7,0,[low],0,100
United Kingdom,Quarterly,2017 Q3 (July to September),Percentage of total,Cars,25,63,1,5,6,0,[low],0,100
United Kingdom,Quarterly,2017 Q4 (October to December),Percentage of total,Cars,20,68,1,4,7,0,[low],0,100
United Kingdom,Quarterly,2018 Q1 (January to March),Percentage of total,Cars,28,65,1,2,4,0,[low],0,100
United Kingdom,Quarterly,2018 Q2 (April to June),Percentage of total,Cars,24,72,[low],2,1,0,[low],0,100
United Kingdom,Quarterly,2018 Q3 (July to September),Percentage of total,Cars,25,70,[low],5,[low],[low],0,0,100
United Kingdom,Quarterly,2018 Q4 (October to December),Percentage of total,Cars,28,67,[low],5,[low],0,[low],0,100
United Kingdom,Quarterly,2019 Q1 (January to March),Percentage of total,Cars,41,57,1,1,0,0,[low],0,100
United Kingdom,Quarterly,2019 Q2 (April to June),Percentage of total,Cars,49,49,2,[low],0,0,[low],0,100
United Kingdom,Quarterly,2019 Q3 (July to September),Percentage of total,Cars,62,37,1,[low],[low],0,[low],0,100
United Kingdom,Quarterly,2019 Q4 (October to December),Percentage of total,Cars,52,46,2,[low],0,0,[low],[low],100
United Kingdom,Quarterly,2020 Q1 (January to March),Percentage of total,Cars,58,41,1,[low],[low],0,[low],0,100
United Kingdom,Quarterly,2020 Q2 (April to June),Percentage of total,Cars,71,27,2,[low],0,0,[low],0,100
United Kingdom,Quarterly,2020 Q3 (July to September),Percentage of total,Cars,63,36,1,0,[low],0,[low],[low],100
United Kingdom,Quarterly,2020 Q4 (October to December),Percentage of total,Cars,64,34,2,[low],[low],[low],[low],[low],100
United Kingdom,Quarterly,2021 Q1 (January to March),Percentage of total,Cars,56,42,2,[low],[low],0,[low],0,100
United Kingdom,Quarterly,2021 Q2 (April to June),Percentage of total,Cars,58,41,1,0,[low],0,[low],0,100
United Kingdom,Quarterly,2021 Q3 (July to September),Percentage of total,Cars,65,34,1,0,[low],[low],[low],0,100
United Kingdom,Quarterly,2021 Q4 (October to December),Percentage of total,Cars,72,27,1,0,[low],0,[low],0,100
United Kingdom,Quarterly,2022 Q1 (January to March),Percentage of total,Cars,69,29,1,[low],[low],0,[low],[low],100
United Kingdom,Quarterly,2022 Q2 (April to June),Percentage of total,Cars,71,28,1,[low],[low],0,0,0,100
United Kingdom,Quarterly,2022 Q3 (July to September),Percentage of total,Cars,74,26,1,[low],[low],0,[low],[low],100
United Kingdom,Quarterly,2022 Q4 (October to December),Percentage of total,Cars,78,22,[low],[low],[low],0,[low],[low],100
United Kingdom,Monthly,January 2010,Percentage of total,Cars,100,0,0,0,0,0,0,0,100
United Kingdom,Monthly,February 2010,Percentage of total,Cars,100,0,0,0,0,0,0,0,100
United Kingdom,Monthly,March 2010,Percentage of total,Cars,100,0,0,0,0,0,0,0,100
United Kingdom,Monthly,April 2010,Percentage of total,Cars,100,0,0,0,0,0,0,0,100
United Kingdom,Monthly,May 2010,Percentage of total,Cars,60,40,0,0,0,0,0,0,100
United Kingdom,Monthly,June 2010,Percentage of total,Cars,100,0,0,0,0,0,0,0,100
United Kingdom,Monthly,July 2010,Percentage of total,Cars,100,0,0,0,0,0,0,0,100
United Kingdom,Monthly,August 2010,Percentage of total,Cars,100,0,0,0,0,0,0,0,100
United Kingdom,Monthly,September 2010,Percentage of total,Cars,100,0,0,0,0,0,0,0,100
United Kingdom,Monthly,October 2010,Percentage of total,Cars,100,0,0,0,0,0,0,0,100
United Kingdom,Monthly,November 2010,Percentage of total,Cars,93,3,0,0,0,0,0,3,100
United Kingdom,Monthly,December 2010,Percentage of total,Cars,100,0,0,0,0,0,0,0,100
United Kingdom,Monthly,January 2011,Percentage of total,Cars,100,0,0,0,0,0,0,0,100
United Kingdom,Monthly,February 2011,Percentage of total,Cars,93,7,0,0,0,0,0,0,100
United Kingdom,Monthly,March 2011,Percentage of total,Cars,100,0,0,0,0,0,0,0,100
United Kingdom,Monthly,April 2011,Percentage of total,Cars,100,0,0,0,0,0,0,0,100
United Kingdom,Monthly,May 2011,Percentage of total,Cars,100,0,0,0,0,0,0,0,100
United Kingdom,Monthly,June 2011,Percentage of total,Cars,100,0,0,0,0,0,0,0,100
United Kingdom,Monthly,July 2011,Percentage of total,Cars,100,0,0,0,0,0,0,0,100
United Kingdom,Monthly,August 2011,Percentage of total,Cars,97,0,0,0,0,0,0,3,100
United Kingdom,Monthly,September 2011,Percentage of total,Cars,100,0,0,0,0,0,0,0,100
United Kingdom,Monthly,October 2011,Percentage of total,Cars,100,0,0,0,0,0,0,0,100
United Kingdom,Monthly,November 2011,Percentage of total,Cars,65,0,0,0,0,35,0,0,100
United Kingdom,Monthly,December 2011,Percentage of total,Cars,88,0,0,13,0,0,0,0,100
United Kingdom,Monthly,January 2012,Percentage of total,Cars,90,0,0,10,0,0,0,0,100
United Kingdom,Monthly,February 2012,Percentage of total,Cars,86,0,0,10,0,0,0,5,100
United Kingdom,Monthly,March 2012,Percentage of total,Cars,95,0,0,5,0,0,0,0,100
United Kingdom,Monthly,April 2012,Percentage of total,Cars,79,0,0,21,0,0,0,0,100
United Kingdom,Monthly,May 2012,Percentage of total,Cars,37,0,0,63,0,0,0,0,100
United Kingdom,Monthly,June 2012,Percentage of total,Cars,63,13,0,24,0,0,0,0,100
United Kingdom,Monthly,July 2012,Percentage of total,Cars,27,43,0,29,0,0,2,0,100
United Kingdom,Monthly,August 2012,Percentage of total,Cars,48,32,0,20,0,0,0,0,100
United Kingdom,Monthly,September 2012,Percentage of total,Cars,39,47,0,14,0,0,0,0,100
United Kingdom,Monthly,October 2012,Percentage of total,Cars,74,13,0,13,0,0,0,0,100
United Kingdom,Monthly,November 2012,Percentage of total,Cars,73,14,0,12,0,0,0,0,100
United Kingdom,Monthly,December 2012,Percentage of total,Cars,63,20,0,17,0,0,0,0,100
United Kingdom,Monthly,January 2013,Percentage of total,Cars,42,23,9,25,0,0,0,0,100
United Kingdom,Monthly,February 2013,Percentage of total,Cars,66,24,0,10,0,0,0,0,100
United Kingdom,Monthly,March 2013,Percentage of total,Cars,60,28,0,12,0,0,0,0,100
United Kingdom,Monthly,April 2013,Percentage of total,Cars,62,25,0,13,0,0,0,0,100
United Kingdom,Monthly,May 2013,Percentage of total,Cars,88,6,[low],5,0,0,0,0,100
United Kingdom,Monthly,June 2013,Percentage of total,Cars,69,13,8,9,0,0,0,0,100
United Kingdom,Monthly,July 2013,Percentage of total,Cars,82,9,2,7,0,0,0,0,100
United Kingdom,Monthly,August 2013,Percentage of total,Cars,63,7,0,30,0,0,0,0,100
United Kingdom,Monthly,September 2013,Percentage of total,Cars,74,21,2,3,0,0,0,0,100
United Kingdom,Monthly,October 2013,Percentage of total,Cars,75,8,4,13,1,0,0,0,100
United Kingdom,Monthly,November 2013,Percentage of total,Cars,72,11,1,16,0,0,0,0,100
United Kingdom,Monthly,December 2013,Percentage of total,Cars,64,20,2,13,0,0,0,0,100
United Kingdom,Monthly,January 2014,Percentage of total,Cars,76,10,4,10,0,0,0,0,100
United Kingdom,Monthly,February 2014,Percentage of total,Cars,69,6,5,21,0,0,0,0,100
United Kingdom,Monthly,March 2014,Percentage of total,Cars,68,10,2,20,0,0,0,0,100
United Kingdom,Monthly,April 2014,Percentage of total,Cars,71,9,5,14,0,0,0,0,100
United Kingdom,Monthly,May 2014,Percentage of total,Cars,56,27,3,14,0,0,0,0,100
United Kingdom,Monthly,June 2014,Percentage of total,Cars,53,36,1,11,0,0,0,0,100
United Kingdom,Monthly,July 2014,Percentage of total,Cars,46,46,[low],7,0,0,0,[low],100
United Kingdom,Monthly,August 2014,Percentage of total,Cars,47,43,0,10,0,0,0,0,100
United Kingdom,Monthly,September 2014,Percentage of total,Cars,39,54,1,5,0,0,[low],0,100
United Kingdom,Monthly,October 2014,Percentage of total,Cars,29,63,[low],8,0,0,[low],0,100
United Kingdom,Monthly,November 2014,Percentage of total,Cars,34,57,[low],9,0,0,0,0,100
United Kingdom,Monthly,December 2014,Percentage of total,Cars,51,41,1,8,0,0,0,0,100
United Kingdom,Monthly,January 2015,Percentage of total,Cars,30,62,1,8,0,0,0,0,100
United Kingdom,Monthly,February 2015,Percentage of total,Cars,34,56,1,9,0,0,[low],0,100
United Kingdom,Monthly,March 2015,Percentage of total,Cars,31,63,[low],5,0,0,0,0,100
United Kingdom,Monthly,April 2015,Percentage of total,Cars,34,58,[low],7,0,0,0,0,100
United Kingdom,Monthly,May 2015,Percentage of total,Cars,32,62,1,5,0,0,0,0,100
United Kingdom,Monthly,June 2015,Percentage of total,Cars,35,61,1,3,0,0,0,0,100
United Kingdom,Monthly,July 2015,Percentage of total,Cars,26,67,[low],6,[low],0,0,0,100
United Kingdom,Monthly,August 2015,Percentage of total,Cars,34,58,[low],7,[low],0,0,0,100
United Kingdom,Monthly,September 2015,Percentage of total,Cars,40,55,1,5,0,0,[low],0,100
United Kingdom,Monthly,October 2015,Percentage of total,Cars,37,56,[low],6,0,0,[low],0,100
United Kingdom,Monthly,November 2015,Percentage of total,Cars,34,59,1,7,0,0,0,0,100
United Kingdom,Monthly,December 2015,Percentage of total,Cars,49,43,[low],8,0,0,[low],0,100
United Kingdom,Monthly,January 2016,Percentage of total,Cars,27,66,[low],7,[low],0,[low],0,100
United Kingdom,Monthly,February 2016,Percentage of total,Cars,20,77,[low],3,[low],0,0,0,100
United Kingdom,Monthly,March 2016,Percentage of total,Cars,30,62,[low],3,4,0,[low],0,100
United Kingdom,Monthly,April 2016,Percentage of total,Cars,19,68,[low],3,9,0,[low],0,100
United Kingdom,Monthly,May 2016,Percentage of total,Cars,20,66,1,3,11,0,[low],0,100
United Kingdom,Monthly,June 2016,Percentage of total,Cars,29,59,1,3,9,0,0,0,100
United Kingdom,Monthly,July 2016,Percentage of total,Cars,18,70,2,3,8,0,0,0,100
United Kingdom,Monthly,August 2016,Percentage of total,Cars,22,59,1,11,6,0,[low],0,100
United Kingdom,Monthly,September 2016,Percentage of total,Cars,31,53,1,7,8,0,[low],0,100
United Kingdom,Monthly,October 2016,Percentage of total,Cars,16,63,2,8,11,0,[low],0,100
United Kingdom,Monthly,November 2016,Percentage of total,Cars,20,61,1,5,12,0,0,0,100
United Kingdom,Monthly,December 2016,Percentage of total,Cars,36,49,2,6,8,0,0,0,100
United Kingdom,Monthly,January 2017,Percentage of total,Cars,35,49,1,7,8,0,1,0,100
United Kingdom,Monthly,February 2017,Percentage of total,Cars,33,50,1,8,8,0,0,0,100
United Kingdom,Monthly,March 2017,Percentage of total,Cars,36,51,1,4,8,0,[low],0,100
United Kingdom,Monthly,April 2017,Percentage of total,Cars,24,63,2,5,6,0,[low],0,100
United Kingdom,Monthly,May 2017,Percentage of total,Cars,28,57,1,5,9,0,0,0,100
United Kingdom,Monthly,June 2017,Percentage of total,Cars,32,55,1,6,7,0,[low],0,100
United Kingdom,Monthly,July 2017,Percentage of total,Cars,23,66,1,3,7,0,[low],0,100
United Kingdom,Monthly,August 2017,Percentage of total,Cars,26,64,[low],2,7,0,0,0,100
United Kingdom,Monthly,September 2017,Percentage of total,Cars,25,62,1,6,6,0,[low],0,100
United Kingdom,Monthly,October 2017,Percentage of total,Cars,18,70,1,4,6,0,[low],0,100
United Kingdom,Monthly,November 2017,Percentage of total,Cars,20,68,1,5,7,0,0,0,100
United Kingdom,Monthly,December 2017,Percentage of total,Cars,21,68,1,3,8,0,[low],0,100
United Kingdom,Monthly,January 2018,Percentage of total,Cars,20,72,1,2,6,0,0,0,100
United Kingdom,Monthly,February 2018,Percentage of total,Cars,23,68,[low],4,5,0,0,0,100
United Kingdom,Monthly,March 2018,Percentage of total,Cars,32,62,1,2,3,0,[low],0,100
United Kingdom,Monthly,April 2018,Percentage of total,Cars,25,70,[low],2,3,0,1,0,100
United Kingdom,Monthly,May 2018,Percentage of total,Cars,22,75,1,2,1,0,0,0,100
United Kingdom,Monthly,June 2018,Percentage of total,Cars,24,72,[low],3,[low],0,[low],0,100
United Kingdom,Monthly,July 2018,Percentage of total,Cars,20,76,[low],4,[low],0,0,0,100
United Kingdom,Monthly,August 2018,Percentage of total,Cars,17,80,[low],3,[low],[low],0,0,100
United Kingdom,Monthly,September 2018,Percentage of total,Cars,33,60,[low],6,[low],0,0,0,100
United Kingdom,Monthly,October 2018,Percentage of total,Cars,27,67,[low],6,0,0,0,0,100
United Kingdom,Monthly,November 2018,Percentage of total,Cars,29,66,0,4,[low],0,[low],0,100
United Kingdom,Monthly,December 2018,Percentage of total,Cars,28,67,[low],5,[low],0,[low],0,100
United Kingdom,Monthly,January 2019,Percentage of total,Cars,37,61,[low],2,0,0,[low],0,100
United Kingdom,Monthly,February 2019,Percentage of total,Cars,35,63,[low],1,0,0,[low],0,100
United Kingdom,Monthly,March 2019,Percentage of total,Cars,44,53,1,1,0,0,[low],0,100
United Kingdom,Monthly,April 2019,Percentage of total,Cars,44,52,3,[low],0,0,[low],0,100
United Kingdom,Monthly,May 2019,Percentage of total,Cars,46,53,2,[low],0,0,[low],0,100
United Kingdom,Monthly,June 2019,Percentage of total,Cars,55,44,1,[low],0,0,[low],0,100
United Kingdom,Monthly,July 2019,Percentage of total,Cars,52,46,2,[low],[low],0,[low],0,100
United Kingdom,Monthly,August 2019,Percentage of total,Cars,77,21,1,[low],0,0,1,0,100
United Kingdom,Monthly,September 2019,Percentage of total,Cars,60,39,1,[low],0,0,0,0,100
United Kingdom,Monthly,October 2019,Percentage of total,Cars,51,47,2,[low],0,0,[low],0,100
United Kingdom,Monthly,November 2019,Percentage of total,Cars,52,46,1,0,0,0,[low],[low],100
United Kingdom,Monthly,December 2019,Percentage of total,Cars,53,45,2,0,0,0,[low],0,100
United Kingdom,Monthly,January 2020,Percentage of total,Cars,46,52,2,0,[low],0,[low],0,100
United Kingdom,Monthly,February 2020,Percentage of total,Cars,55,44,1,[low],0,0,[low],0,100
United Kingdom,Monthly,March 2020,Percentage of total,Cars,64,35,1,[low],0,0,[low],0,100
United Kingdom,Monthly,April 2020,Percentage of total,Cars,95,5,[low],0,0,0,0,0,100
United Kingdom,Monthly,May 2020,Percentage of total,Cars,78,22,[low],0,0,0,0,0,100
United Kingdom,Monthly,June 2020,Percentage of total,Cars,67,31,2,[low],0,0,[low],0,100
United Kingdom,Monthly,July 2020,Percentage of total,Cars,55,44,1,0,0,0,[low],0,100
United Kingdom,Monthly,August 2020,Percentage of total,Cars,67,31,1,0,0,0,[low],0,100
United Kingdom,Monthly,September 2020,Percentage of total,Cars,65,33,2,0,[low],0,[low],[low],100
United Kingdom,Monthly,October 2020,Percentage of total,Cars,55,42,2,0,0,0,[low],0,100
United Kingdom,Monthly,November 2020,Percentage of total,Cars,58,41,1,0,[low],0,0,[low],100
United Kingdom,Monthly,December 2020,Percentage of total,Cars,72,26,2,[low],0,[low],[low],0,100
United Kingdom,Monthly,January 2021,Percentage of total,Cars,52,45,2,[low],0,0,0,0,100
United Kingdom,Monthly,February 2021,Percentage of total,Cars,54,44,2,[low],[low],0,0,0,100
United Kingdom,Monthly,March 2021,Percentage of total,Cars,58,40,2,0,[low],0,[low],0,100
United Kingdom,Monthly,April 2021,Percentage of total,Cars,50,48,1,0,[low],0,[low],0,100
United Kingdom,Monthly,May 2021,Percentage of total,Cars,58,40,1,0,[low],0,0,0,100
United Kingdom,Monthly,June 2021,Percentage of total,Cars,63,36,1,0,0,0,[low],0,100
United Kingdom,Monthly,July 2021,Percentage of total,Cars,54,45,1,0,[low],0,0,0,100
United Kingdom,Monthly,August 2021,Percentage of total,Cars,60,39,1,0,[low],[low],0,0,100
United Kingdom,Monthly,September 2021,Percentage of total,Cars,71,28,1,0,0,0,[low],0,100
United Kingdom,Monthly,October 2021,Percentage of total,Cars,67,32,2,0,[low],0,[low],0,100
United Kingdom,Monthly,November 2021,Percentage of total,Cars,68,31,2,0,0,0,[low],0,100
United Kingdom,Monthly,December 2021,Percentage of total,Cars,78,21,1,0,0,0,[low],0,100
United Kingdom,Monthly,January 2022,Percentage of total,Cars,63,35,2,0,0,0,0,0,100
United Kingdom,Monthly,February 2022,Percentage of total,Cars,70,29,1,0,[low],0,0,[low],100
United Kingdom,Monthly,March 2022,Percentage of total,Cars,72,27,1,[low],[low],0,[low],0,100
United Kingdom,Monthly,April 2022,Percentage of total,Cars,68,31,1,0,[low],0,0,0,100
United Kingdom,Monthly,May 2022,Percentage of total,Cars,69,30,1,[low],[low],0,0,0,100
United Kingdom,Monthly,June 2022,Percentage of total,Cars,76,24,1,[low],[low],0,0,0,100
United Kingdom,Monthly,July 2022,Percentage of total,Cars,67,32,1,[low],[low],0,[low],0,100
United Kingdom,Monthly,August 2022,Percentage of total,Cars,72,27,1,[low],[low],0,0,[low],100
United Kingdom,Monthly,September 2022,Percentage of total,Cars,76,23,[low],[low],[low],0,[low],0,100
United Kingdom,Monthly,October 2022,Percentage of total,Cars,70,30,[low],[low],[low],0,[low],[low],100
United Kingdom,Monthly,November 2022,Percentage of total,Cars,75,25,[low],[low],[low],0,0,0,100
United Kingdom,Monthly,December 2022,Percentage of total,Cars,85,15,[low],0,[low],0,0,0,100
United Kingdom,Annual,2010,Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Annual,2011,Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Annual,2012,Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Annual,2013,Percentage of total,Heavy goods vehicles,[z],[z],[z],[z],[z],[z],[z],[z],[z]
United Kingdom,Annual,2014,Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Annual,2015,Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Annual,2016,Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Annual,2017,Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Annual,2018,Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Annual,2019,Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Annual,2020,Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Annual,2021,Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Annual,2022,Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2010 Q1 (January to March),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2010 Q2 (April to June),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2010 Q3 (July to September),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2010 Q4 (October to December),Percentage of total,Heavy goods vehicles,[z],[z],[z],[z],[z],[z],[z],[z],[z]
United Kingdom,Quarterly,2011 Q1 (January to March),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2011 Q2 (April to June),Percentage of total,Heavy goods vehicles,[z],[z],[z],[z],[z],[z],[z],[z],[z]
United Kingdom,Quarterly,2011 Q3 (July to September),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2011 Q4 (October to December),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2012 Q1 (January to March),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2012 Q2 (April to June),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2012 Q3 (July to September),Percentage of total,Heavy goods vehicles,[z],[z],[z],[z],[z],[z],[z],[z],[z]
United Kingdom,Quarterly,2012 Q4 (October to December),Percentage of total,Heavy goods vehicles,[z],[z],[z],[z],[z],[z],[z],[z],[z]
United Kingdom,Quarterly,2013 Q1 (January to March),Percentage of total,Heavy goods vehicles,[z],[z],[z],[z],[z],[z],[z],[z],[z]
United Kingdom,Quarterly,2013 Q2 (April to June),Percentage of total,Heavy goods vehicles,[z],[z],[z],[z],[z],[z],[z],[z],[z]
United Kingdom,Quarterly,2013 Q3 (July to September),Percentage of total,Heavy goods vehicles,[z],[z],[z],[z],[z],[z],[z],[z],[z]
United Kingdom,Quarterly,2013 Q4 (October to December),Percentage of total,Heavy goods vehicles,[z],[z],[z],[z],[z],[z],[z],[z],[z]
United Kingdom,Quarterly,2014 Q1 (January to March),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2014 Q2 (April to June),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2014 Q3 (July to September),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2014 Q4 (October to December),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2015 Q1 (January to March),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2015 Q2 (April to June),Percentage of total,Heavy goods vehicles,[z],[z],[z],[z],[z],[z],[z],[z],[z]
United Kingdom,Quarterly,2015 Q3 (July to September),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2015 Q4 (October to December),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2016 Q1 (January to March),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2016 Q2 (April to June),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2016 Q3 (July to September),Percentage of total,Heavy goods vehicles,[z],[z],[z],[z],[z],[z],[z],[z],[z]
United Kingdom,Quarterly,2016 Q4 (October to December),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2017 Q1 (January to March),Percentage of total,Heavy goods vehicles,[z],[z],[z],[z],[z],[z],[z],[z],[z]
United Kingdom,Quarterly,2017 Q2 (April to June),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2017 Q3 (July to September),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2017 Q4 (October to December),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2018 Q1 (January to March),Percentage of total,Heavy goods vehicles,[z],[z],[z],[z],[z],[z],[z],[z],[z]
United Kingdom,Quarterly,2018 Q2 (April to June),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2018 Q3 (July to September),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2018 Q4 (October to December),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2019 Q1 (January to March),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2019 Q2 (April to June),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2019 Q3 (July to September),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2019 Q4 (October to December),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2020 Q1 (January to March),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2020 Q2 (April to June),Percentage of total,Heavy goods vehicles,[z],[z],[z],[z],[z],[z],[z],[z],[z]
United Kingdom,Quarterly,2020 Q3 (July to September),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2020 Q4 (October to December),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2021 Q1 (January to March),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2021 Q2 (April to June),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2021 Q3 (July to September),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2021 Q4 (October to December),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2022 Q1 (January to March),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2022 Q2 (April to June),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2022 Q3 (July to September),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Quarterly,2022 Q4 (October to December),Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
United Kingdom,Monthly,January 2010,Percentage of total,Heavy goods vehicles,100,0,0,0,0,0,0,0,100
